LLchr	LLstart	LLend	LLstrand	LLgeneID	LLgeneSymbol	geneName	Ens99geneIDversion	EntrezGeneID	ZFINgeneID	RefSeqAnnotationNote	Ens99annotationNote
chr19	25151416	25152577	+	LL0000007145	CR855860.2		ENSDARG00000101183.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	19986341	19996993	-	LL0000007146	CR855865.1		ENSDARG00000117635.1	368753		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr10	17026870	17063738	+	LL0000007147	CR855996.2	ATPase phospholipid transporting 8B5b [Source:NCBI gene;Acc:563450]	ENSDARG00000104450.2	563450		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr23	24148338	24167350	-	LL0000007148	CR925709.1		ENSDARG00000092130.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr23	24184719	24187176	-	LL0000007149	CR925709.2		ENSDARG00000094508.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr23	24148055	24148771	+	LL0000007150	CR925709.3		ENSDARG00000095722.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr10	11761380	11764439	-	LL0000007151	CR925713.1		ENSDARG00000093073.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr18	44036074	44040502	+	LL0000007152	CR925719.1		ENSDARG00000117486.1			No transcript match by gffcompare	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr23	24046032	24047054	-	LL0000007153	CR925720.1	UNCHARACTERIZED	ENSDARG00000111643.1			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	19137050	19138654	-	LL0000007154	CR925723.1		ENSDARG00000098403.2	108190398		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	19046987	19049980	+	LL0000007155	CR925723.2		ENSDARG00000103548.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	19025384	19054172	+	LL0000007156	CR925723.4		ENSDARG00000113706.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	42080394	42086212	-	LL0000007157	CR925728.1	uncharacterized LOC795173 [Source:NCBI gene;Acc:795173]	ENSDARG00000096898.2	795173		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	42064183	42066345	-	LL0000007158	CR925728.2		ENSDARG00000097223.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	42090770	42091109	+	LL0000007159	CR925728.3		ENSDARG00000097448.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr10	30978386	30988104	+	LL0000007160	CR925737.1		ENSDARG00000117627.1			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr14	10362077	10400492	+	LL0000007161	CR925744.1		ENSDARG00000109579.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr17	42469888	42502094	+	LL0000007162	CR925755.1		ENSDARG00000097301.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr17	42486740	42492668	-	LL0000007163	CR925755.2	TRANSPOSON TF2 POLYPROTEIN RETROTRANSPOSABLE ELEMENT TF2.155 KDA	ENSDARG00000116402.1			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr10	15187316	15190407	+	LL0000007164	CR925756.1		ENSDARG00000113306.1			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	57430675	57437727	-	LL0000007165	CR925761.1	si:ch211-69i3.3 [Source:NCBI gene;Acc:100318255]	ENSDARG00000098712.2	100318255		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	57407515	57414759	-	LL0000007166	CR925761.2	uncharacterized LOC110437858 [Source:NCBI gene;Acc:110437858]	ENSDARG00000100118.2	110437858		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	57417873	57427381	-	LL0000007167	CR925761.3	uncharacterized LOC110437858 [Source:NCBI gene;Acc:110437858]	ENSDARG00000102641.2	110437858		No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	57363187	57372733	-	LL0000007168	CR925761.4	uncharacterized LOC110437728 [Source:NCBI gene;Acc:110437728]	ENSDARG00000104698.2	110437728		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr19	28922941	28946411	-	LL0000007169	CR925763.1		ENSDARG00000092592.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	42604252	42609273	+	LL0000007170	CR925768.1		ENSDARG00000105282.2				Ens99 gene ID import based on gene abbreviation ONLY; may conflict with gene coordinates
chr10	42157397	42164290	+	LL0000007171	CR925773.1	caspase-3-like [Source:NCBI gene;Acc:798445]	ENSDARG00000086266.3	798445		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr2	27975554	28038625	+	LL0000007172	CR925777.1		ENSDARG00000097810.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	28500327	28513347	-	LL0000007173	CR925797.1		ENSDARG00000098152.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr18	16978628	16983066	+	LL0000007174	CR925798.1		ENSDARG00000095584.3				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	56244131	56246678	-	LL0000007175	CR925800.1		ENSDARG00000102342.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr17	28944581	29037594	+	LL0000007176	CR925802.1	si:dkey-28g23.3 [Source:NCBI gene;Acc:103909044]	ENSDARG00000097263.2	103909044		"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr18	24556904	24562034	-	LL0000007177	CR925803.1		ENSDARG00000093976.2	110438095		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	44702987	44705225	+	LL0000007178	CR925804.1		ENSDARG00000097599.2	503990		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	7095176	7103536	+	LL0000007179	CR925817.1		ENSDARG00000088362.3	101886356		"partial transcript overlap; ""j"" class in gffcompare; no abbreviation match"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	16772174	16810253	+	LL0000007180	CR925863.1		ENSDARG00000091966.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	32316335	32318911	-	LL0000007181	CR925879.1		ENSDARG00000096548.2	101885560		"Partial transcript match; ""c"" classification in gffcompare"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	980292	999226	+	LL0000007182	CR926130.1		ENSDARG00000117735.1	100333859		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	915065	1036759	-	LL0000007183	CR926130.2		ENSDARG00000117818.1				Ens99 gene ID import based on gene abbreviation ONLY; may conflict with gene coordinates
chr10	23034329	23038983	+	LL0000007184	CR926463.1		ENSDARG00000096973.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr23	36891729	36895369	+	LL0000007185	CR926464.1		ENSDARG00000097943.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	5579097	5594005	-	LL0000007186	CR926469.1		ENSDARG00000095303.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	62984730	62987173	+	LL0000007187	CR927050.1		ENSDARG00000099180.2	101882872		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	62986341	62996662	-	LL0000007188	CR927050.2	si:ch211-145h19.2 [Source:NCBI gene;Acc:101882828]	ENSDARG00000099669.2	101882828		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chrUn_KN149690v1	294797	309046	+	LL0000007189	CR927215.1	AMBIGUOUS	ENSDARG00000099492.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	20481109	20553129	-	LL0000007190	CR927456.1		ENSDARG00000095632.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	41853438	41855394	-	LL0000007191	CR931763.1		ENSDARG00000095720.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	16062172	16064410	-	LL0000007192	CR931780.1		ENSDARG00000096866.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	27592694	27625125	-	LL0000007193	CR931782.1		ENSDARG00000097455.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	27625076	27649659	+	LL0000007194	CR931782.2		ENSDARG00000105338.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	31193485	31205193	-	LL0000007195	CR931802.1		ENSDARG00000093728.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	31126449	31127046	-	LL0000007196	CR931802.2		ENSDARG00000095547.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	31172833	31175154	+	LL0000007197	CR931802.3	TYROSINE PHOSPHATASE NON RECEPTOR TYPE 13 EC_3.1.3.48 TYROSINE PHOSPHATASE TYROSINE PHOSPHATASE PTP TYROSINE PHOSPHATASE	ENSDARG00000106245.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	31144305	31191814	+	LL0000007198	CR931802.4	UNCHARACTERIZED	ENSDARG00000112690.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	7750953	7772225	-	LL0000007199	CR931813.1		ENSDARG00000103293.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	7825654	7849774	+	LL0000007200	CR931813.2	si:dkey-242k1.4 [Source:NCBI gene;Acc:101886194]	ENSDARG00000104899.2	101886194		"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	15682803	15687580	+	LL0000007201	CR931980.1		ENSDARG00000111126.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	25368296	25408896	-	LL0000007202	CR932000.1		ENSDARG00000097733.2	101882529		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	17701625	17718685	+	LL0000007203	CR932017.1		ENSDARG00000111911.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	25312018	25420721	+	LL0000007204	CR932077.1		ENSDARG00000096769.2	103911923		"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	30435416	30439544	-	LL0000007205	CR932360.1	si:ch211-225b10.1 [Source:NCBI gene;Acc:101883197]	ENSDARG00000096696.3	101883197		"Partial transcript match; ""c"" classification in gffcompare"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	30429833	30432964	+	LL0000007206	CR932360.2		ENSDARG00000096780.3			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	34481728	34551766	-	LL0000007207	CR932362.1		ENSDARG00000096781.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	36760889	36761294	-	LL0000007208	CR932978.3		ENSDARG00000115744.1			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	35205237	35289041	-	LL0000007209	CR932983.1		ENSDARG00000093145.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	35182994	35194759	-	LL0000007210	CR932983.2		ENSDARG00000095016.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	40767055	40777341	-	LL0000007211	CR932999.1		ENSDARG00000117461.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
